Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
13:01:58,10/19/2022,4370073444,3145128523,694.07,UK pounds,Pakistani rupee,UK,Pakistan,Cross-border,0,Normal_Small_Fan_Out
8:03:40,10/23/2022,4525341194,4773088982,610.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:47:18,11/8/2022,2358419559,1059037772,5943.36,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:50:41,11/6/2022,4826071034,7739209803,14694.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
22:21:54,10/31/2022,3950352859,2396986604,16653.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
9:32:37,11/6/2022,9473440213,6639048450,1479.0,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:44:41,10/24/2022,1007869400,9941768614,5941.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
16:50:20,10/19/2022,7778366043,8895528699,4542.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
16:07:19,10/21/2022,2828065924,98463034,1562.46,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:22:41,10/27/2022,549900030,4038776057,8950.15,UK pounds,Albanian lek,UK,UK,Cheque,0,Normal_Fan_Out
16:52:17,10/12/2022,1058795957,2173070870,2530.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
20:54:32,10/9/2022,9528925785,2395202510,5938.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
3:14:12,11/1/2022,3153834145,8702178338,2713.0,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
16:27:27,11/1/2022,5204896113,561445388,5762.53,UK pounds,Naira,UK,Nigeria,Cross-border,0,Normal_Fan_Out
12:05:25,10/7/2022,4672757647,4771219610,8453.32,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Small_Fan_Out
7:27:25,10/27/2022,9849328623,8205516562,1684.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:18:27,10/24/2022,8298688046,1759351154,4527.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
18:45:51,10/16/2022,207936746,6276858485,1448.74,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:21:44,10/25/2022,2091324790,4304492507,27390.99,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
14:15:12,10/27/2022,1215442935,2091857015,43969.27,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
13:39:57,10/29/2022,3323150558,459289512,6035.35,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:40:29,10/12/2022,3826209174,2550374271,6212.3,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
19:04:05,10/16/2022,5229046996,2512679267,15840.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:19:23,10/14/2022,1040884799,868946504,1853.66,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
3:37:38,10/24/2022,4776465222,658577077,117.02,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
8:00:49,11/11/2022,5864640325,8535122087,4164.24,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
11:58:41,10/12/2022,8845990951,563119259,2130.4,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
14:44:42,10/26/2022,39087386,4436595829,63.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
9:02:18,10/18/2022,3028188778,7979493157,9370.56,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:28:48,10/27/2022,6050350883,9598055932,2097.01,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:23:42,10/15/2022,8958738477,4041176282,6273.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:26:05,10/30/2022,2868062313,9503831184,6553.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:09:36,10/21/2022,2703996992,9063650158,2022.9,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
18:33:57,11/6/2022,3046750994,6885972174,113.19,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
4:37:20,10/31/2022,3496266148,7940905708,7938.11,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
13:04:39,10/15/2022,8175367805,4559465581,11781.35,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:51:45,10/19/2022,2451642662,6817457360,118.59,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
7:42:48,10/14/2022,8141086702,9569611162,3385.17,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
16:52:16,10/29/2022,4419244625,1653049458,92438.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Plus_Mutual
19:25:31,10/20/2022,7800428010,3139337800,9489.12,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:20:23,10/17/2022,7342544501,1256855112,15365.14,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
3:02:44,11/5/2022,3098459676,6209224110,3196.24,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:15:57,10/23/2022,8057793308,948953179,1097.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
0:35:42,10/25/2022,5813296620,6922321253,266.97,Indian rupee,UK pounds,India,UK,Cross-border,0,Normal_Small_Fan_Out
5:07:40,10/11/2022,1432278808,9752232803,5755.8,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
23:16:42,10/17/2022,8430200049,1716306242,12197.37,Yen,UK pounds,Japan,UK,Cross-border,0,Normal_Fan_Out
16:49:07,10/17/2022,4367812240,246121351,3820.2,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
14:31:29,10/20/2022,1536587083,9886971956,5342.28,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:44:37,11/4/2022,6857716578,7959816822,7287.3,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
9:17:26,10/15/2022,9424452009,9919773206,8069.89,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
23:19:04,10/7/2022,7402947955,653890838,11523.25,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
9:05:26,10/16/2022,9194855284,9590406202,657.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:38:56,10/22/2022,4641606957,3517837673,829.57,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
16:34:29,10/30/2022,4264578680,6114994388,14444.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
9:17:49,10/28/2022,7499225429,3774394300,9721.29,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
2:43:24,10/22/2022,9936612878,4869727771,7252.06,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:34:54,10/7/2022,1965297304,4730079874,1852.88,UK pounds,Pakistani rupee,UK,UK,Cheque,0,Normal_Small_Fan_Out
2:02:42,10/21/2022,5366829058,8126880029,15554.17,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
6:35:32,10/27/2022,5739941275,4762344240,7994.11,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
13:16:31,10/21/2022,6172939481,4264501391,201.17,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:15:39,10/8/2022,941141346,1230914429,4908.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:57:59,11/2/2022,1017342013,5380335751,13592.6,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
10:18:35,10/14/2022,5704320657,6996003252,11379.45,UK pounds,Euro,UK,Spain,Cross-border,0,Normal_Fan_Out
5:31:56,10/30/2022,8049614621,4712237175,17836.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:27:28,11/6/2022,1796785500,5536806270,6414.84,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
23:45:42,10/15/2022,3661955783,7874855056,2326.45,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:08:05,11/1/2022,4101825700,3574349579,2117.66,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:02:54,10/29/2022,9225978050,139712973,2146.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
18:29:41,10/28/2022,1675266982,8724398001,1190.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
3:51:41,10/17/2022,4986577152,6334688398,2480.53,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Small_Fan_Out
15:20:14,10/17/2022,1807570429,6402182501,8951.58,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
13:52:24,10/21/2022,4175384746,2770246549,149.06,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:42:55,11/10/2022,6927248979,9056595497,9573.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
8:55:24,11/8/2022,4521085911,127923667,5686.16,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
20:30:57,10/18/2022,8673273037,7247197097,11017.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
16:15:26,10/8/2022,3715605708,3601617186,9325.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:28:38,10/28/2022,2508215300,839371635,21567.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:26:13,11/1/2022,8441041243,9892350219,28559.94,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
8:25:27,10/24/2022,7929454506,5880165158,19124.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
21:50:39,10/29/2022,6974085996,642402586,1942.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
1:51:13,10/28/2022,6783273277,1903901505,64789.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
3:00:23,10/27/2022,1660167773,9302697000,6590.64,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:32:50,11/8/2022,9729451408,5527747433,13985.82,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
10:50:27,10/26/2022,8180625344,634163376,32397.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
9:03:06,11/5/2022,1176730583,8733952355,14590.21,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
12:02:41,10/26/2022,9547681076,4665242425,5086.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:07:49,10/21/2022,1736090032,5901562180,4848.47,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:33:39,11/4/2022,8695465568,1250285059,8115.65,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:09:25,11/7/2022,7870238243,3346883790,5458.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
23:20:19,10/17/2022,8047898580,4588821050,4319.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:16:17,10/12/2022,4962251990,1364832666,244.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
6:55:08,10/9/2022,7658664999,5225209870,4337.8,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
1:00:13,11/4/2022,1435398174,297721067,10237.37,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Fan_In
8:37:40,10/28/2022,9973310948,7135436970,5627.87,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
9:02:15,10/14/2022,9893129687,2274909454,7171.09,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
0:22:58,11/4/2022,4226720620,7533052512,13189.46,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
9:09:42,10/16/2022,3835669518,432818810,6507.0,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
14:00:51,10/14/2022,6595948626,4427634019,883.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:11:37,10/23/2022,6270248242,8671953525,43076.45,Euro,UK pounds,Italy,UK,Cross-border,0,Normal_Mutual
23:27:16,10/30/2022,4332727166,4297402920,10048.33,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
18:47:41,10/8/2022,4486620827,2342866371,12231.8,Turkish lira,Pakistani rupee,Turkey,Pakistan,Cross-border,0,Normal_Fan_In
21:00:53,10/17/2022,7547290671,8681335448,19512.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
19:16:50,11/10/2022,4530985471,9582868980,6719.06,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_In
22:21:27,10/13/2022,5038793092,2111214586,4932.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:59:12,10/26/2022,3616517268,3941174349,10925.55,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_Out
0:46:16,11/5/2022,6833141180,4492454996,2997.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:59:11,11/3/2022,6654694014,6908209268,2235.83,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:53:46,11/11/2022,2164561802,2352677521,12557.19,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_In
9:20:30,10/13/2022,8883592491,646782826,24835.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
23:23:57,10/16/2022,8359335689,6835176258,7743.89,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:34:05,11/4/2022,3714066592,8926735331,17917.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
21:49:32,11/4/2022,264604786,4721303096,7823.28,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:12:12,10/9/2022,4623242164,6748581370,83.22,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:27:34,10/14/2022,4104081382,9495781857,3746.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
8:35:28,10/8/2022,6855720762,8201057754,6983.16,UK pounds,UK pounds,UK,UK,ACH,1,Stacked Bipartite
15:15:33,10/14/2022,1188465219,4566274867,505.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
5:42:35,10/17/2022,6482235799,4003540213,2798.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
10:44:44,10/13/2022,265531348,9589871743,4573.62,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
22:22:02,10/21/2022,4675820302,1291127670,276.76,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
3:38:47,10/11/2022,2258004917,5103505250,3413.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:50:41,10/9/2022,1655565287,8540877903,6758.88,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:00:23,10/24/2022,9479237616,2338657152,11574.48,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
15:36:51,11/9/2022,1836220214,5024657886,10847.45,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:03:47,10/29/2022,4619386412,4894003800,6793.06,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:24:52,10/21/2022,5410161867,2802876350,5699.06,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
7:37:06,10/9/2022,432088669,2283225069,12437.61,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
4:58:33,11/3/2022,51161247,9089366617,4915.3,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_In
18:13:58,10/23/2022,2508867695,649073516,9436.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
20:33:49,10/15/2022,6279196244,3106042350,6279.01,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:09:02,10/29/2022,4696164729,6452209438,11951.82,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Small_Fan_Out
8:54:24,11/9/2022,3529134365,8764888498,10555.58,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:46:23,11/4/2022,2809174020,1711629401,600.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
16:15:45,10/11/2022,7934380426,7228065663,6538.66,UK pounds,US dollar,UK,USA,Cross-border,0,Normal_Fan_In
18:01:38,10/22/2022,1470166701,6011295240,5879.81,UK pounds,Euro,UK,Germany,Cross-border,0,Normal_Fan_In
23:34:10,10/9/2022,8178709328,7470394970,1287.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:22:38,11/2/2022,7207726265,5113772302,4716.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
10:25:47,10/22/2022,9664372976,4681479730,1159.4,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Foward
3:27:04,10/21/2022,1133211863,8360588154,7576.42,UK pounds,Euro,UK,Germany,Cross-border,0,Normal_Periodical
8:23:41,10/29/2022,6989832152,2301528719,5086.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:25:39,10/8/2022,2783631302,2910515948,1776.48,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
2:45:46,10/21/2022,3899059813,3126514148,17142.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
16:06:44,11/1/2022,4003312605,4094213814,10778.98,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_In
2:14:50,10/23/2022,2004502234,2280612084,21714.0,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_Out
13:05:15,11/1/2022,293457157,7408269403,146.3,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
21:20:44,10/21/2022,5392373560,6739152339,9220.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
18:17:57,10/27/2022,4350130349,1991020514,12634.07,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
21:18:35,10/24/2022,8035256773,7495018530,8096.99,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:13:52,11/3/2022,9314984552,3470924573,6606.62,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
11:07:21,10/13/2022,1163566271,5771618534,4751.36,Indian rupee,UK pounds,India,UK,Cross-border,0,Normal_Fan_In
14:07:38,11/8/2022,8912241329,8968141900,7142.17,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Periodical
18:40:24,11/2/2022,4348571397,278411710,9979.1,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:51:30,10/21/2022,4179671957,8162441405,6429.36,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:24:49,10/22/2022,3412134079,2302595224,2111.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:13:50,10/13/2022,7138537375,8322397330,12176.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:38:25,11/1/2022,7014984116,4787263040,7617.93,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
13:32:59,10/20/2022,685519711,6586823624,2534.37,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
13:46:51,10/23/2022,8448082976,2127185385,6335.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
22:53:22,11/5/2022,5729243119,4968059187,5743.89,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
13:16:36,11/5/2022,149300780,6794027033,8301.77,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Fan_Out
12:00:32,10/9/2022,9541087936,6578937734,10198.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:20:09,11/2/2022,7708142560,2442718288,8178.72,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
10:55:55,10/29/2022,4790068738,9699594143,38904.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
21:21:48,10/29/2022,1448657934,1773920848,103.59,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
5:04:24,11/11/2022,8885348661,5903728342,10433.54,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
6:39:25,10/15/2022,1048601137,8749148309,6488.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
10:41:35,11/1/2022,900780460,3848046500,441.26,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
23:05:07,10/21/2022,1658364822,1696776863,16547.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
13:35:28,10/24/2022,8701304396,6487247482,2897.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:07:28,10/26/2022,5649716196,5408611231,3725.62,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:54:11,11/10/2022,7767852235,3981337089,10385.78,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
3:20:34,11/10/2022,9908177701,61495331,10507.37,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:30:21,10/18/2022,3810395370,9183835324,117.06,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
17:33:42,11/1/2022,425739440,5131602519,12021.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
14:29:11,10/28/2022,750883711,3818462015,6354.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:42:37,10/18/2022,9605152105,8537288551,958.59,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
11:43:12,10/11/2022,8065285479,9466219505,1055.98,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
21:27:55,10/23/2022,7101729468,9526209322,854.35,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
9:03:07,10/26/2022,5373204111,1776089834,123.47,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:56:26,10/21/2022,2914335042,8790997904,5036.75,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
15:38:45,10/25/2022,3161768336,9814676562,3729.68,UK pounds,Euro,UK,Germany,Cross-border,0,Normal_Small_Fan_Out
10:55:40,10/15/2022,5172996402,4733358932,4559.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
14:52:07,10/16/2022,4264806366,9406659714,26588.74,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
15:40:34,10/13/2022,3911960239,6058360261,125.47,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
8:36:25,11/3/2022,8049059869,3962926467,10884.81,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:02:07,10/31/2022,9787986610,7940905708,5101.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
22:56:00,10/9/2022,432088669,3122903955,279.76,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
8:43:17,11/5/2022,1926054413,5336032152,4660.4,Dirham,Turkish lira,UAE,Turkey,Cross-border,1,Structuring
22:24:49,10/18/2022,4635887891,4219872018,5382.38,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
10:13:54,10/20/2022,3509894950,415049572,11761.64,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
19:16:11,10/21/2022,2798740400,6866715983,162.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:42:44,11/10/2022,4768066135,4483997571,1761.57,UK pounds,Euro,UK,France,Cross-border,0,Normal_Small_Fan_Out
14:04:21,11/1/2022,3191078434,4112974920,7525.38,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:25:02,11/6/2022,6771036247,7059430529,21279.91,Indian rupee,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
19:46:38,10/22/2022,5599249157,9085097812,6746.38,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_Out
10:28:15,10/9/2022,7515507252,6018787951,10621.63,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:01:10,11/8/2022,2584489906,5601524290,6052.24,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:41:01,10/18/2022,4940396439,8278486897,12405.79,Swiss franc,UK pounds,Italy,UK,Cross-border,0,Normal_Fan_In
0:03:10,10/23/2022,1646567203,4037275059,16159.55,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_In
16:49:39,11/10/2022,8261088378,6976962403,15002.87,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
0:52:42,10/8/2022,4775429005,2417697237,8972.24,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
23:28:37,11/2/2022,736997832,3982737952,12152.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
13:58:21,11/9/2022,9926719108,5886294778,1869.66,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
22:27:32,11/3/2022,8573043842,2202307302,3156.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
22:17:18,11/3/2022,2635090247,2746572491,22085.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Mutual
11:00:35,10/24/2022,63222128,2879589728,6220.2,Swiss franc,UK pounds,Switzerland,UK,Cross-border,0,Normal_Fan_Out
9:33:01,10/26/2022,7488894221,3176383413,8704.79,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
3:57:43,11/1/2022,8960679541,4281449538,8282.81,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
7:28:53,10/10/2022,1714704602,3736311684,15478.35,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
8:19:33,11/2/2022,6636772831,2813863694,10851.64,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:45:17,10/29/2022,9925794129,773550650,5456.44,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:13:17,10/17/2022,7342544501,925103264,10534.59,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_Out
21:17:37,11/7/2022,9620686680,5783768759,5591.59,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:43:31,10/29/2022,5334191692,585996913,12195.32,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
17:52:23,11/4/2022,7802720132,6149955831,71.72,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
2:13:44,10/31/2022,2830554252,2840016016,14863.48,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
19:04:31,11/5/2022,8954830890,4246224666,4675.42,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
